Zendesk Tickets Comment Body,Zendesk Tickets Reason,Zendesk Tickets Summary
"


Hi Gerard,







We did try some of the startup options.



One of the runs we tried is shared in the screenshot below







![](https://help.looker.com/attachments/token/fsqCSiOjavbtuXBfj8IOQUajh/?name=null)







Also checked for any Looker process running, there were none



Not sure why we don’t any log message here, are we missing anything?







Regards







Vivek Krishnadas | Big Data Delivery | DPS | IIT | Barclays UK



Tel: +91 020 67931338 | Mobile: +91 (0) 7757024251 | Email: vivek.krishnadas@barclays.com



Q1 – Level 1 | Quadron IT Park | Hinjewadi, Pune







Respect | Integrity | Service | Excellence | Stewardship
 Helping people achieve their ambitions – in the right way



P Please consider the environment before printing this email















**From:** Gerard White <white@looker.com>
 **Sent:** Thursday, May 30, 2019 17:57
 **To:** Krishnadas, Vivek : Barclaycard <Vivek.Krishnadas@barclayscorp.com>
 **Cc:** Lacmane, Hamish : Group Centre <Hamish.Lacmane2@barclayscorp.com>; Matt Cracknell <mcracknell@looker.com>
 **Subject:** Re: Looker Installation issue







This mail originated from outside our organisation - white@looker.com




A list of options can be found here










https://docs.looker.com/setup-and-management/on-prem-install/looker-startup-options











 Rrun `ps -ef | grep looker.jar` to double check if there is a looker process running. To debug this you could also try running Looker in the foreground with the `--no-daemonize` flag.  Also, watching the log as it is starting up to see if there is some error that is killing the child process.











We'll get there!











On Thu, 30 May 2019 at 13:22, <vivek.krishnadas@barclays.com> wrote:




> Hi Gerard,
>
>
>
>
>
>
>
> Sadly, it failed again with the same error even after changing the port number (to 39999). Also updated PORT_NUMBER var in start script
>
>
>
> When we checked earlier, 9999 was used by some other process. So we changed it to 39999
>
>
>
>
>
>
>
> Any other suggestion?
>
>
>
>
>
>
>
> Regards
>
>
>
>
>
>
>
> Vivek Krishnadas | Big Data Delivery | DPS | IIT | Barclays UK
>
>
>
> Tel: +91 020 67931338 | Mobile: +91 (0) 7757024251 | Email: vivek.krishnadas@barclays.com
>
>
>
> Q1 – Level 1 | Quadron IT Park | Hinjewadi, Pune
>
>
>
>
>
>
>
> Respect | Integrity | Service | Excellence | Stewardship
> Helping people achieve their ambitions – in the right way
>
>
>
> P Please consider the environment before printing this email
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> **From:** Gerard White <white@looker.com>
> **Sent:** Thursday, May 30, 2019 17:30
> **To:** Lacmane, Hamish : Group Centre <Hamish.Lacmane2@barclayscorp.com>
> **Cc:** Krishnadas, Vivek : Barclaycard <Vivek.Krishnadas@barclayscorp.com>
> **Subject:** Re: Looker Installation issue
>
>
>
>
>
>
>
>
>
> This mail originated from outside our organisation - white@looker.com
>
>
>
>
>
>
>
>
> Good idea - I'd say start with that for now and see how you go. First milestone is a running Looker instance!
>
>
>
>
>
>
>
>
>
>
> gw
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> ![Image removed by sender. File](https://help.looker.com/attachments/token/z5gszc1TIIv2LNRjCDk1QPym8/?name=Image%2520removed%2520by%2520sender.%2520File)
>
>
>
> **image001.png 7KB**
>
> **Download**
>
> ![Image removed by sender. Logo](https://help.looker.com/attachments/token/wKPoGQGsfjrskEIRVKF6pNCeO/?name=Image%2520removed%2520by%2520sender.%2520Logo)
>
>
>
>
>
>
>
>
>
> ![Image removed by sender.](https://help.looker.com/attachments/token/HPm13dwzpOFd7LvG3HXAmr5kd/?name=Image%2520removed%2520by%2520sender.)
>
>
>
>
>
>
>
>
>
>
>
>
>
>
>
> On Thu, May 30, 2019 11:57 AM, Hamish.Lacmane2@barclays.com wrote:
>
>
>
> > Hi Gerard,
> >
> >
> >
> >
> >
> >
> >
> > Jut did some troubleshooting and noticed we have another process running on port 9999, so adapting the start script to run on another port.
> >
> >
> >
> >
> >
> >
> >
> > Will there be anything else we can change?
> >
> >
> >
> >
> >
> >
> >
> > Kind Regards,
> >
> >
> >
> >
> > Hamish Lacmane | Big Data Developer | BUK IIT | DPS | Big Data Delivery
> >
> >
> >
> > Tel: +44 (0) 2071162277 | Email: hamish.lacmane@barclayscorp.com
> >
> >
> >
> > 26.P1.05 | Level 26 | Barclays, 1 Churchill Place, London, E14 5HP
> >
> >
> >
> > https://barclays.webex.com/meet/hamish.lacmane
> >
> >
> >
> >
> >
> >
> >
> > Advance leave notice:
> >
> >
> >
> > 19th June (1 business day)
> >
> >
> >
> > 2nd July to 11th July (8 business days - return to work 12th July)
> >
> >
> >
> > 18th July to 19th July (2 business days – return to work 22nd July)
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> > **From:** Gerard White <white@looker.com>
> > **Date:** Thursday, 30 May 2019 at 12:55
> > **To:**""Krishnadas, Vivek : Barclaycard"" <Vivek.Krishnadas@barclayscorp.com>
> > **Cc:**""Lacmane, Hamish : Group Centre"" <Hamish.Lacmane2@barclayscorp.com>
> > **Subject:** Re: Looker Installation issue
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> > This mail originated from outside our organisation - white@looker.com
> >
> >
> >
> >
> >
> >
> >
> >
> > Hey Vivek
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> > Thats a strange one - this is a brand new install right? We sometimes see this message after an upgrade where Looker is upgrading its internal DB etc
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> > See if the process is running anyway using ps -f $(pgrep -f -- '-jar looker.jar')
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> > Also make sure the startup script has visibility on the .jar file etc - there are no odd permissions or anything in place.
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> > gw
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> > On Thu, May 30, 2019 11:36 AM, vivek.krishnadas@barclays.com wrote:
> >
> >
> >
> > > Hi Gerard,
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > > We were following the steps mentioned on https://docs.looker.com/setup-and-management/on-prem-install/installation#install_the_looker_application
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > > While installing Looker, we are getting an error
> > >
> > >
> > >
> > > _“Timed out waiting for Looker to start.”_
> > >
> > >
> > >
> > > ..when we run _“./looker start”_
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > > ![cid:c3f610296897047f2cd9dbe63417274f](https://help.looker.com/attachments/token/YmcwwLOEnMfx29vBvBayrqmw5/?name=cid%253Ac3f610296897047f2cd9dbe63417274f)
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > > Are we missing anything here? Appreciate any help
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > > Regards
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > > Vivek Krishnadas | Big Data Delivery | DPS | IIT | Barclays UK
> > >
> > >
> > >
> > > Tel: +91 020 67931338 | Mobile: +91 (0) 7757024251 | Email: vivek.krishnadas@barclays.com
> > >
> > >
> > >
> > > Q1 – Level 1 | Quadron IT Park | Hinjewadi, Pune
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > > Respect | Integrity | Service | Excellence | Stewardship
> > > Helping people achieve their ambitions – in the right way
> > >
> > >
> > >
> > > P Please consider the environment before printing this email
> > >
> > >
> > >
> > >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> >
> > --
> >
> >
> >
> >
> >
> > **Gerard White** | Sales Engineer | Looker
>
>
>
>
>
>
>
>
>
>
>
>
> --
>
>
>
>
>
> **Gerard White** | Sales Engineer | Looker












--











**Gerard White** | Sales Engineer | Looker















--

--

**Gerard White** | Sales Engineer | Looker















     ![File](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/icons/attachments/file.png)

   image001.png 8KB Download ![Logo](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/download.png)












     ![File](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/icons/attachments/file.png)

   image002.jpg 338 B Download ![Logo](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/download.png)















     ![File](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/icons/attachments/file.png)

   image003.jpg 338 B Download ![Logo](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/download.png)















     ![File](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/icons/attachments/file.png)

   image004.jpg 1KB Download ![Logo](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/download.png)















     ![File](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/icons/attachments/file.png)

   image005.png 7KB Download ![Logo](https://d1kj8zpr0wuyz7.cloudfront.net/1070bd7c39fb0eb951f1e2f8a407bd94939274f7/img/download.png)



 ![](https://track.mixmax.com/api/track/v2/CdmXUBwDu3E709JDJ/i02bj5iclt2bvxGQlRXaodnI/ISbvNmLyV2av9GbARncvBHc1NnI/gI0J3bwBXdTBiclt2bvxkI?sc=false)",Why isn't it working?,
"


Miguel,



    I am kind of stuck at this point, we have the appropriate routing in place and are attempting to connect in the clear.



I can connect via SSMS, but cannot given the same credentials in looker.







We run instances of SQL server… so where a lot of companies would have just a machine name  ie. mydbserver  ours is an instance mydbserver\mydbinstance  - specifically 50.86.27.188\warehouse







I don’t know if that is a part of the problem, I can say we are running tcp/ip only on the SQL Server engine (no named pipes, etc) and other than that the configuration is right out of the box. No variances from stock including encryption (none) and authentication (standard SQL).







Our firewall shows traffic in and out and a packet sniff attached indicates the same, not being stopped by on the server.







I listed the credentials just after the JDBC pink error box below.











Any help is appreciated.







Thanks,



Bill








** **



**Bill Shaw**



IT Manager



**Winston Plywood & Veneer /Wood Resources**



Office address: 1487 S Church Ave  Louisville, MS 39339



Plant address: 1160 S Church Ave   Louisville, MS 39339



** **



C: 360/463-0312



E: wshaw@winstonplywood.com



    wshaw@woodresourceslp.com



W: www.winstonplywood.com



    ![cid:image001.png@01D2672A.56F3C7B0](https://help.looker.com/attachments/token/sL20SRu3nNGIfvA2AEKFYeY8l/?name=cid%253Aimage001.png%254001D2672A.56F3C7B0)



** **










**From:** Shaw, William
 **Sent:** Friday, June 21, 2019 10:12 PM
 **To:** Woodring, Chuck
 **Subject:** RE: Broken -- RE: Welcome to Looker









More supporting information, that the request was received and responded to…



![](https://help.looker.com/attachments/token/oDfOZFKSlSSMoZrCazydIRbO8/?name=null)









**From:** Shaw, William
 **Sent:** Friday, June 21, 2019 8:28 PM
 **To:** Woodring, Chuck
 **Subject:** Broken -- RE: Welcome to Looker









Chuck,



  We are in the weeds…







I test with SSMS and it connects and returns data



![](https://help.looker.com/attachments/token/4h4Cv34qKMR8bUDtFEuNuDPoP/?name=null)











But connecting via looker doesn’t – see it is connection refused, not timeout – I can see the traffic but I think there is something askew about how it is passing the instance ‘warehouse’ anyway I think we need to get Looker involved.







![](https://help.looker.com/attachments/token/FfGGl1rTgsFZBCDZXb0ign5L3/?name=null)







The database is looker, userid is looker and password is L00kieL00







I have saved the connection information so it is part of your profile and can be worked on by either of us.
















Thanks,



Bill







360/463-0312






**Disclaimer**

The information contained in this communication from the sender is confidential. It is intended solely for use by the recipient and others authorized to receive it. If you are not the recipient, you are hereby notified that any disclosure, copying, distribution or taking action in relation of the contents of this information is strictly prohibited and may be unlawful.

This email has been scanned for viruses and malware, and may have been automatically archived by **Mimecast Ltd**, an innovator in Software as a Service (SaaS) for business. Providing a **safer** and **more useful** place for your human generated data. Specializing in; Security, archiving and compliance. To find out more Click Here.

 ![](https://track.mixmax.com/api/track/v2/OpZbjZu3xaSDRAfOZ/ISbvNmLyV2av9GbAFWajJXYn5CblV3Zp1mI/ISbvNmLyV2av9GbARncvBHc1NnI/gI0J3bwBXdTBiclt2bvxkI?sc=false)",Why isn't it working?,
"

(05:22:33 PM) Matt Reason: Can you tell me what stupid thing I'm doing?

You found it.



Thanks.",Why isn't it working?,
"

* * *

**From:** Won (Looker) [support@looker.zendesk.com]
**Sent:** Thursday, June 27, 2019 7:13 PM
**To:** MUKKALA, AXITH
**Subject:** Follow-up on Firefox refreshing


I think its browser issue it worked fine with safari

appreciated.

Axith.

 ![](https://secure.gravatar.com/avatar/d13d2d48536f48b7b33da19589d2d7c3?size=40&default=https%3A%2F%2Fassets.zendesk.com%2Fimages%2F2016%2Fdefault-avatar-80.png&r=g)

**Won** (Looker)

Jun 27, 5:13 PM PDT

Hi Axith,

Have you been able to try using Chrome in incognito mode? Are we still seeing the same behavior?

And on Firefox, how often would you say it refreshes?

Please let me know.

Thank you,
Won

 ![](https://secure.gravatar.com/avatar/9e00a5fedad108a10a4538feadb9c483?size=40&default=https%3A%2F%2Fassets.zendesk.com%2Fimages%2F2016%2Fdefault-avatar-80.png&r=g)

**Am840e**

Jun 27, 5:11 PM PDT

Chat started: 2019-06-27 11:54 PM UTC

(11:54:39 PM) axith mukkala: hi
(11:55:01 PM) axith mukkala: my looker page refreshing
(11:55:15 PM) axith mukkala: without any action from my side
(11:55:48 PM) axith mukkala: im working on lookml and while typing its refreshing
(11:55:56 PM) Looker Support: All of our analysts are helping other customers at the moment. We will be with you as soon as possible! In the meantime, check out our new User Guide athttps://looker.com/guide .
(11:56:10 PM) axith mukkala: so im loosing all my unsaved code
(11:56:23 PM) *** Won joined the chat ***
(11:56:32 PM) Won: Hi Axith, hope your day is going well.
Reading your question here.
(11:56:39 PM) axith mukkala: ok
(11:57:11 PM) Won: That's very strange.
Which browser are you using?
(11:57:21 PM) axith mukkala: firefox
(11:57:59 PM) Won: And when did this start happening?
(11:58:08 PM) axith mukkala: couple of minutes ago
(11:58:47 PM) Won: Gotcha.
Could you try using chrome and let me know if you see the same behavior there?
(11:58:55 PM) Won: *Chrome in incognito mode
(11:59:08 PM) axith mukkala: okay
(12:05:29 AM) Won: How's it going, Axith?
(12:08:24 AM) Won: Still with me, Axith?
(12:11:11 AM) Won: It looks like you may have stepped away. I'll send you an email right now to check how testing on Chrome went. Have a wonderful rest of the day, Axith!
(12:11:14 AM) *** Won left the chat ***

[KZVDM2-DZYQ]",No Reason,
"

> Hi Looker,
>
>
>
> We’ve  just recently updated to Looker version 6.6 and it seems like their an issues when exporting excel with conditional formatting.
>
>
>
> The image below shows the look as expected…but when we export it…we’re shown a heat map(_attached_). Is there something we need to change?
>
>",Feature Request,
"

> Hi, can I please get a log in for learn.looker.com for robert.manriquez@returnpath.com. He'll need it for the Looker training he's starting.



> Thanks!
>
> Amy
>
>
>
> --
>
> **Amy Anthony**
> Manager, Data Engineering | **Return Path**
> w | 303.999.3323
> amy.anthony@returnpath.com",Other,
"

@TJ and/or other Looker support members - Congratulations on the acquisition news!!!! Very exciting - can't wait to see what the company does next.



Alissa


 ![](https://track.mixmax.com/api/track/v2/oC7K1M2I5Uk5HS9KD/ISbvNmL0h2Zp52b0xWZ09GaAJXZsxWZo5SYzNXasFmI/ISbvNmLyV2av9GbARncvBHc1NnI/Iiclt2bvxkI?sc=false)









 On Tue, May 21, 2019 9:35 PM, TJ (Looker) support@looker.com wrote:",Why isn't it working?,
"

Additional info-Ideally these reports will go directly (rather than through me as a middle man) and it would be best if a booking notification can be prioritized based on the most important category.



Ex: If a new booking comes in, it's over $500 and it's for a hotel costing more than $250/night, that would spark 3 separate alerts. 4 if it's in an international city :) So in a perfect world, we'd only send one alert for this, instead of 3 (or 4).



Thanks, Maggie

 ![](https://theupsidetravelcompanyllc.orphobos.com/api/mailings/opened/PMRGSZBCHI4DENBRFQRG64THEI5CEYLEMZRTMN3GMUWTSMRVMEWTINTFGIWTQNZVGUWTEYZVGE2GGNJXGUYDQOBCFQRHMZLSONUW63RCHIRDIIRMEJZWSZZCHIRHMMJZJJVTOZDSOVUGGUCIFVBWCRSJMZFXSVRVKRUWSMSSNB2ESSLQMRDWW22MJZRGCTBQHURH2===.gif)

--",Feature Request,
"

Desiree, can I ask one favor?

Can you change:

channelape-production-private.cluster-cyk38g2ryfvi.us-east-1.rds.amazonaws.com

to

production-looker.channelapeservices.com

After thinking about it, by using DNS this would allow us to make changes if needed without having to ask you to make changes.




On May 31, 2019 at 15:13 GMT, Desiree Looker <support@looker.zendesk.com> wrote:",Feature Request,
"

Feel free. That would be great.

 ![](https://track.mixmax.com/api/track/v2/Co497sOX36iQ297ZK/ISbvNmLvRXY09GcoNmb1FGbA1WYkFmI/gIt92Yus2clRmblpnLyV2av9GbAFzN2cTMyQWarQncvBHc1NnI/Iiclt2bvxkI?sc=false)









 On Wed, May 29, 2019 10:02 PM, Molly (Looker) support@looker.zendesk.com wrote:",Why isn't it working?,
